"","V1","V2"
"16947","lackluster",0.25
"16948","needle",0.25
"16949","implicate",0.25
"16950","squeal",0.25
"16951","retirement",0.25
"16952","blockage",0.25
"16953","doubtful",0.25
"16954","projectiles",0.25
"16955","manure",0.25
"16956","expenditure",0.25
"16957","nervy",0.25
"16958","underdog",0.25
"16959","annul",0.25
"16960","defendant",0.25
"16961","adieu",0.25
"16962","insignificance",0.25
"16963","politics",0.25
"16964","heavy",0.25
"16965","minor",0.25
"16966","stutter",0.25
"16967","lack",0.25
"16968","uncherished",0.25
"16969","servitude",0.25
"16970","heart disease",0.25
"16971","declination",0.25
"16972","obliterate",0.25
"16973","gunner",0.25
"16974","impatient",0.25
"16975","dependence",0.25
"16976","unorganised",0.25
"16977","sullen",0.25
"16978","dam",0.25
"16979","ruins",0.25
"16980","darken",0.25
"16981","abruptly",0.25
"16982","aggressively",0.25
"16983","incinerator",0.25
"16984","confiscate",0.25
"16985","disused",0.25
"16986","unfit",0.25
"16987","distorted",0.25
"16988","incomprehensible",0.25
"16989","greased",0.25
"16990","hiding",0.25
"16991","bellow",0.248
"16992","petulant",0.247
"16993","alienate",0.247
"16994","misplaced",0.247
"16995","debrief",0.247
"16996","repulsion",0.247
"16997","dreadfully",0.246
"16998","rift",0.246
"16999","blinded",0.245
"17000","inactivate",0.245
"17001","degeneration",0.245
"17002","larva",0.245
"17003","worry",0.245
"17004","tempest",0.245
"17005","stained",0.245
"17006","sunless",0.245
"17007","pimple",0.245
"17008","remand",0.245
"17009","infraction",0.245
"17010","meddling",0.245
"17011","blindness",0.245
"17012","snore",0.245
"17013","tacky",0.245
"17014","prosecution",0.245
"17015","ihatespiders",0.245
"17016","disapproving",0.245
"17017","insulation",0.245
"17018","late",0.245
"17019","kneeling",0.245
"17020","curt",0.245
"17021","finalized",0.245
"17022","daze",0.245
"17023","callous",0.245
"17024","untimely",0.245
"17025","defer",0.245
"17026","removal",0.245
"17027","drooping",0.245
"17028","moody",0.245
"17029","wilted",0.245
"17030","deluge",0.245
"17031","myopia",0.245
"17032","departed",0.245
"17033","infeasible",0.245
"17034","carelessness",0.245
"17035","cringe",0.245
"17036","swamp",0.245
"17037","broke",0.245
"17038","indictment",0.245
"17039","screaming",0.245
"17040","recidivism",0.245
"17041","rebellion",0.245
"17042","faker",0.245
"17043","syncope",0.245
"17044","separatist",0.245
"17045","mercenary",0.245
"17046","collision",0.245
"17047","rifleman",0.245
"17048","glum",0.244
"17049","wracking",0.244
"17050","rummage",0.243
"17051","emetophobia",0.243
"17052","detachment",0.243
"17053","unrecorded",0.241
"17054","passivity",0.241
"17055","alarm",0.241
"17056","distract",0.241
"17057","druggist",0.24
"17058","risk",0.24
"17059","sharpshooter",0.24
"17060","stifle",0.24
"17061","volcano",0.24
"17062","lockup",0.24
"17063","pillage",0.24
"17064","viral",0.24
"17065","unruly",0.24
"17066","gaol",0.24
"17067","childloss",0.24
"17068","reluctance",0.24
"17069","suspend",0.24
"17070","drunkard",0.24
"17071","hypodermic",0.24
"17072","suture",0.24
"17073","unconscious",0.24
"17074","antagonist",0.24
"17075","heck",0.24
"17076","shrapnel",0.24
"17077","poacher",0.24
"17078","radioactivity",0.24
"17079","overturn",0.24
"17080","leavemealone",0.24
"17081","missile",0.24
"17082","wheelchair",0.24
"17083","resigned",0.24
"17084","cramped",0.24
"17085","unrepentant",0.24
"17086","sneaky",0.24
"17087","cleaver",0.24
"17088","sparse",0.24
"17089","downtime",0.24
"17090","scumbag",0.24
"17091","turd",0.24
"17092","unannounced",0.24
"17093","bombardier",0.24
"17094","tidal wave",0.24
"17095","ablaze",0.24
"17096","fucksake",0.24
"17097","bossy",0.24
"17098","heartsick",0.24
"17099","jailbird",0.24
"17100","recluse",0.24
"17101","discards",0.24
"17102","nether",0.24
"17103","shut",0.24
"17104","obliterated",0.24
"17105","consequence",0.24
"17106","spastic",0.24
"17107","discard",0.24
"17108","paganism",0.24
"17109","extinguish",0.24
"17110","tiresome",0.24
"17111","agitation",0.24
"17112","criticized",0.24
"17113","fuming",0.24
"17114","starvation",0.24
"17115","backwardness",0.24
"17116","separate",0.24
"17117","erase",0.24
"17118","clouded",0.24
"17119","disbursement",0.24
"17120","squander",0.24
"17121","belated",0.24
"17122","lesion",0.24
"17123","feces",0.24
"17124","untold",0.24
"17125","hothead",0.24
"17126","overriding",0.24
"17127","headstone",0.24
"17128","nigger",0.24
"17129","yell",0.24
"17130","unacknowledged",0.24
"17131","expenses",0.24
"17132","inadequateness",0.24
"17133","pissedoff",0.24
"17134","thug",0.24
"17135","discontent",0.24
"17136","pressing",0.24
"17137","orc",0.24
"17138","closed",0.24
"17139","unspecified",0.24
"17140","rampage",0.24
"17141","beggar",0.24
"17142","goodbye",0.24
"17143","incision",0.24
"17144","morose",0.24
"17145","wont",0.24
"17146","haughty",0.24
"17147","diminish",0.24
"17148","excuse",0.24
"17149","deficient",0.24
"17150","feared",0.24
"17151","forgetful",0.24
"17152","judging",0.24
"17153","envy",0.24
"17154","methadone",0.24
"17155","sodding",0.24
"17156","telltale",0.24
"17157","reproach",0.24
"17158","exclusion",0.24
"17159","sanctimonious",0.24
"17160","waiting",0.239
"17161","unplug",0.239
"17162","oozing",0.238
"17163","craziness",0.238
"17164","decadence",0.237
"17165","betting",0.237
"17166","sinner",0.237
"17167","subdued",0.236
"17168","swollen",0.236
"17169","vanish",0.236
"17170","snooze",0.235
"17171","disclaim",0.235
"17172","shabby",0.235
"17173","moss",0.235
"17174","maggot",0.235
"17175","varicose",0.235
"17176","executioner",0.235
"17177","endocarditis",0.235
"17178","caveman",0.235
"17179","forgotten",0.235
"17180","forensics",0.235
"17181","autism",0.235
"17182","isolate",0.235
"17183","foiled",0.235
"17184","werewolf",0.235
"17185","lash",0.235
"17186","disruption",0.235
"17187","substandard",0.235
"17188","interment",0.235
"17189","unfeeling",0.235
"17190","deactivate",0.235
"17191","humpback",0.235
"17192","crestfallen",0.235
"17193","moldy",0.235
"17194","stampede",0.235
"17195","loafer",0.235
"17196","absentee",0.235
"17197","squirm",0.235
"17198","lessen",0.235
"17199","groggy",0.235
"17200","traps",0.235
"17201","barbaric",0.235
"17202","ferocity",0.235
"17203","languish",0.235
"17204","captive",0.235
"17205","marginal",0.235
"17206","melodramatic",0.235
"17207","difficult",0.235
"17208","embattled",0.235
"17209","teasing",0.235
"17210","pox",0.235
"17211","nicotine",0.235
"17212","inmate",0.235
"17213","anxiousness",0.235
"17214","insurgent",0.235
"17215","forgery",0.235
"17216","prejudiced",0.235
"17217","jammed",0.235
"17218","casualty",0.235
"17219","trample",0.235
"17220","scratchy",0.235
"17221","rebel",0.235
"17222","stale",0.235
"17223","hit",0.235
"17224","ingrate",0.235
"17225","odious",0.235
"17226","unmanned",0.235
"17227","shocker",0.235
"17228","foolishness",0.235
"17229","opposite",0.235
"17230","nervous",0.235
"17231","attestation",0.234
"17232","modicum",0.234
"17233","thyroid",0.234
"17234","porky",0.234
"17235","distance",0.233
"17236","discontinuous",0.233
"17237","spitfire",0.233
"17238","delirium",0.233
"17239","jerky",0.233
"17240","posthumous",0.232
"17241","insomniac",0.231
"17242","recede",0.231
"17243","workload",0.231
"17244","disinformation",0.23
"17245","pornographic",0.23
"17246","revenge",0.23
"17247","insolvent",0.23
"17248","queasiness",0.23
"17249","angina",0.23
"17250","impound",0.23
"17251","bewildered",0.23
"17252","curtailment",0.23
"17253","smear",0.23
"17254","regret",0.23
"17255","faceless",0.23
"17256","retrenchment",0.23
"17257","ohshit",0.23
"17258","seclusion",0.23
"17259","flu",0.23
"17260","offense",0.23
"17261","unconstitutional",0.23
"17262","deniability",0.23
"17263","differ",0.23
"17264","lacking",0.229
"17265","smuggling",0.229
"17266","tort",0.229
"17267","limited",0.229
"17268","reduced",0.229
"17269","persecution",0.229
"17270","soscared",0.229
"17271","burdensome",0.229
"17272","evasion",0.229
"17273","snub",0.229
"17274","oblivious",0.229
"17275","seedy",0.229
"17276","skepticism",0.229
"17277","adulterer",0.229
"17278","marooned",0.229
"17279","stifled",0.229
"17280","feudalism",0.229
"17281","unrealistic",0.229
"17282","pandemonium",0.229
"17283","elusive",0.229
"17284","fucking",0.229
"17285","closure",0.229
"17286","perishing",0.229
"17287","morphine",0.229
"17288","bereft",0.229
"17289","dislocation",0.229
"17290","punch",0.229
"17291","attrition",0.229
"17292","dusky",0.229
"17293","growthefuckup",0.229
"17294","snare",0.229
"17295","wrecker",0.229
"17296","dumpster",0.229
"17297","wheeze",0.229
"17298","shout",0.229
"17299","heretical",0.229
"17300","intimidating",0.229
"17301","distant",0.229
"17302","cyanide",0.229
"17303","syndrome",0.229
"17304","disuse",0.229
"17305","moderate disgust",0.229
"17306","quits",0.229
"17307","bygone",0.229
"17308","canceling",0.229
"17309","euthanasia",0.229
"17310","confusing",0.229
"17311","asthmatic",0.229
"17312","stomped",0.229
"17313","spider",0.229
"17314","mosquito",0.229
"17315","extradition",0.229
"17316","trespass",0.229
"17317","bloat",0.229
"17318","burning",0.229
"17319","abhorrent",0.229
"17320","sepsis",0.229
"17321","disquieted",0.229
"17322","balk",0.229
"17323","bullheaded",0.229
"17324","nonpayment",0.229
"17325","extrusion",0.229
"17326","leftout",0.229
"17327","pernicious",0.229
"17328","fidgety",0.229
"17329","unclear",0.229
"17330","mortality",0.229
"17331","obsession",0.229
"17332","unseat",0.229
"17333","scatter",0.229
"17334","misplace",0.229
"17335","doldrums",0.229
"17336","improper",0.229
"17337","dizziness",0.229
"17338","appendage",0.229
"17339","warning",0.229
"17340","embargo",0.229
"17341","discarded",0.229
"17342","exasperated",0.229
"17343","green snake",0.229
"17344","dilapidated",0.229
"17345","incineration",0.229
"17346","grr",0.229
"17347","seared",0.229
"17348","pedantic",0.229
"17349","perjury",0.229
"17350","perpetrator",0.229
"17351","deadbeat",0.229
"17352","squeaky",0.229
"17353","penitentiary",0.229
"17354","insurrection",0.229
"17355","sucking",0.227
"17356","disoriented",0.227
"17357","wilt",0.226
"17358","knotted",0.226
"17359","unsightly",0.226
"17360","embarrassing",0.226
"17361","mocked",0.225
"17362","atheist",0.225
"17363","sad",0.225
"17364","immobile",0.225
"17365","yousuck",0.225
"17366","captivity",0.225
"17367","matador",0.224
"17368","unordered",0.224
"17369","fictitious",0.224
"17370","fishy",0.224
"17371","cancellation",0.224
"17372","cracked",0.224
"17373","foul",0.224
"17374","antagonism",0.224
"17375","aggravate",0.224
"17376","receding",0.224
"17377","stoppage",0.224
"17378","dagger",0.224
"17379","suspended",0.224
"17380","wiretap",0.224
"17381","solitary",0.224
"17382","wait",0.224
"17383","hysteria",0.224
"17384","overrule",0.224
"17385","rickety",0.224
"17386","doubting",0.224
"17387","clingy",0.224
"17388","tedium",0.224
"17389","shred",0.224
"17390","inconvenient",0.224
"17391","slutty",0.224
"17392","overplayed",0.224
"17393","repel",0.224
"17394","crow",0.224
"17395","discoloration",0.224
"17396","undetected",0.224
"17397","exaggerated",0.224
"17398","intoxicating",0.224
"17399","shooter",0.224
"17400","typo",0.224
"17401","jitters",0.224
"17402","carsick",0.224
"17403","stowaway",0.224
"17404","fled",0.224
"17405","straitjacket",0.224
"17406","decreased",0.224
"17407","conjuring",0.224
"17408","carnivorous",0.224
"17409","inconsiderate",0.224
"17410","inexplicable",0.224
"17411","sluggish",0.224
"17412","risky",0.224
"17413","crass",0.223
"17414","obligation",0.222
"17415","isolated",0.221
"17416","petrified",0.221
"17417","surly",0.221
"17418","capricious",0.221
"17419","intercept",0.221
"17420","foreclose",0.22
"17421","confused",0.22
"17422","desist",0.22
"17423","discouraged",0.22
"17424","bandage",0.22
"17425","insufferable",0.22
"17426","wreck",0.22
"17427","firearms",0.22
"17428","materialism",0.22
"17429","unattainable",0.22
"17430","lag",0.22
"17431","pathological",0.22
"17432","drainage",0.219
"17433","snatch",0.219
"17434","ripper",0.219
"17435","undeserved",0.219
"17436","calamitous",0.219
"17437","censorship",0.219
"17438","burnout",0.219
"17439","blemish",0.219
"17440","frigid",0.219
"17441","freakingout",0.219
"17442","litigant",0.219
"17443","darkly",0.219
"17444","delusional",0.219
"17445","bogus",0.219
"17446","promiscuity",0.219
"17447","undoing",0.219
"17448","debased",0.219
"17449","restless",0.219
"17450","suffocate",0.219
"17451","impertinent",0.219
"17452","burp",0.219
"17453","rant",0.219
"17454","humbug",0.219
"17455","hangry",0.219
"17456","lawless",0.219
"17457","iniquity",0.219
"17458","rheumatism",0.219
"17459","insensitive",0.219
"17460","obsessed",0.219
"17461","quicksand",0.219
"17462","herpesvirus",0.219
"17463","cigarette",0.219
"17464","savagery",0.219
"17465","lawsuit",0.219
"17466","ultimatum",0.219
"17467","dispute",0.219
"17468","heaviness",0.219
"17469","tantrum",0.219
"17470","obsessive",0.219
"17471","pitiful",0.219
"17472","leftovers",0.219
"17473","whack",0.219
"17474","crushing",0.219
"17475","depress",0.219
"17476","nuclear",0.219
"17477","devoid",0.219
"17478","ungrateful",0.219
"17479","unfamiliar",0.219
"17480","faggot",0.219
"17481","delirious",0.219
"17482","tricky",0.219
"17483","penance",0.219
"17484","raging",0.219
"17485","dogface",0.219
"17486","vagrancy",0.219
"17487","warhead",0.219
"17488","weaponry",0.219
"17489","bite",0.219
"17490","guerrilla",0.219
"17491","censure",0.219
"17492","warped",0.219
"17493","wry",0.219
"17494","exorcist",0.219
"17495","listless",0.219
"17496","slippery",0.219
"17497","rash",0.219
"17498","severely",0.219
"17499","inflation",0.219
"17500","torpedo",0.219
"17501","hussy",0.219
"17502","blood",0.219
"17503","debtor",0.219
"17504","reduce",0.219
"17505","wounding",0.219
"17506","sue",0.219
"17507","flighty",0.219
"17508","python",0.219
"17509","coma",0.219
"17510","unnecessary",0.219
"17511","lurk",0.219
"17512","hateeee",0.219
"17513","curfew",0.219
"17514","sordid",0.219
"17515","perforated",0.219
"17516","scarecrow",0.219
"17517","burn",0.219
"17518","dontunderstand",0.219
"17519","mad",0.219
"17520","descending",0.219
"17521","piranha",0.219
"17522","bitter",0.218
"17523","brick",0.217
"17524","gang",0.217
"17525","cloning",0.216
"17526","flammable",0.216
"17527","stone",0.216
"17528","obesity",0.215
"17529","restrictive",0.215
"17530","hooker",0.214
"17531","screech",0.214
"17532","lateness",0.214
"17533","zombie",0.214
"17534","ravage",0.214
"17535","beast",0.214
"17536","urinal",0.214
"17537","unverified",0.214
"17538","nonsense",0.214
"17539","thumping",0.214
"17540","frown",0.214
"17541","impudence",0.214
"17542","exasperation",0.214
"17543","shitfaced",0.214
"17544","dislodge",0.214
"17545","disappearance",0.214
"17546","aging",0.214
"17547","insipid",0.214
"17548","cancel",0.214
"17549","deadline",0.214
"17550","roughness",0.214
"17551","jaundice",0.214
"17552","mangy",0.214
"17553","scorch",0.214
"17554","chemo",0.214
"17555","drug",0.214
"17556","sceptical",0.214
"17557","astigmatism",0.214
"17558","latrines",0.214
"17559","gaunt",0.214
"17560","lethargic",0.214
"17561","vesicular",0.214
"17562","tartar",0.214
"17563","fucktard",0.214
"17564","jerks",0.214
"17565","narcissism",0.214
"17566","scourge",0.214
"17567","dire",0.214
"17568","tuberculosis",0.214
"17569","saliva",0.214
"17570","promiscuous",0.214
"17571","drunkenness",0.214
"17572","snot",0.214
"17573","repression",0.214
"17574","somersault",0.214
"17575","sleepless",0.213
"17576","untitled",0.213
"17577","dyspepsia",0.212
"17578","fragment",0.211
"17579","complicated",0.211
"17580","battering",0.21
"17581","tempt",0.21
"17582","misdemeanor",0.21
"17583","interrupt",0.21
"17584","psychiatric",0.21
"17585","overtired",0.21
"17586","cuckold",0.21
"17587","truculent",0.21
"17588","flatulence",0.21
"17589","intimidate",0.21
"17590","frantic",0.21
"17591","provocation",0.21
"17592","blasphemous",0.21
"17593","petty",0.21
"17594","complicate",0.21
"17595","jarring",0.21
"17596","irritated",0.21
"17597","redundant",0.21
"17598","misconception",0.21
"17599","disordered",0.21
"17600","scrounge",0.21
"17601","harrowing",0.209
"17602","outburst",0.209
"17603","axis",0.209
"17604","charred",0.208
"17605","suspicions",0.208
"17606","unintelligible",0.208
"17607","nonexistent",0.208
"17608","lymphoma",0.208
"17609","chilling",0.208
"17610","pissingmeoff",0.208
"17611","derogation",0.208
"17612","disqualify",0.208
"17613","lying",0.208
"17614","bother",0.208
"17615","illogical",0.208
"17616","unromantic",0.208
"17617","tumultuous",0.208
"17618","vanished",0.208
"17619","vasectomy",0.208
"17620","repress",0.208
"17621","fatalism",0.208
"17622","disparity",0.208
"17623","gasping",0.208
"17624","fistfight",0.208
"17625","miser",0.208
"17626","hidden",0.208
"17627","inattention",0.208
"17628","mistake",0.208
"17629","whiny",0.208
"17630","smoker",0.208
"17631","erode",0.208
"17632","bipolar",0.208
"17633","impeach",0.208
"17634","wobbly",0.208
"17635","flood",0.208
"17636","bout",0.208
"17637","sewerage",0.208
"17638","unsettled",0.208
"17639","asunder",0.208
"17640","shrug",0.208
"17641","insulated",0.208
"17642","guilt",0.208
"17643","blacken",0.208
"17644","unaware",0.208
